student_id,max_boost,reservation,rural,pre_boost_best,post_boost_best,uplift_magnitude,materially_helped
S00049,0.0905668420752195,ST,0,0.3267403621034094,0.3590598987281471,0.03231953662473769,True
S00050,0.0952838093611416,OBC,0,0.2793914525157668,0.3372751911921679,0.05788373867640112,True
S00052,0.0998875930607856,SC,0,0.2943231475786692,0.3559669602358052,0.06164381265713603,True
S00053,0.0971470187509577,OBC,0,0.3290720823364242,0.3610277440497901,0.03195566171336589,True
S00054,0.2460677687737628,SC,1,0.2783432680330238,0.4889927475378595,0.2106494795048357,True
S00058,0.0971843382859465,OBC,0,0.3174830871422218,0.3608801874253962,0.043397100283174395,True
S00059,0.2474070886576402,OBC,1,0.3305714390812934,0.4694846140977867,0.1389131750164933,True
S00060,0.091141964551854,OBC,0,0.3289686497329965,0.3607795213124224,0.031810871579425914,True
S00061,0.247125016198158,SC,1,0.2998958619756465,0.4856664270862488,0.1857705651106023,True
S00062,0.2488536201373451,ST,1,0.314494099368456,0.4882610228125236,0.17376692344406758,True
S00065,0.0994094587550972,SC,0,0.3182167146492285,0.3627809362825157,0.04456422163328716,True
S00067,0.215609563021867,SC,1,0.2383629482565679,0.4489630447820759,0.21060009652550798,True
S00068,0.2449077017678971,ST,1,0.3038583634043291,0.4773592204941583,0.1735008570898292,True
S00070,0.2441194200635333,OBC,1,0.3274604077678673,0.4910784641943546,0.1636180564264873,True
S00071,0.2439380513637513,OBC,1,0.3292771465424458,0.4828047483050094,0.15352760176256364,True
S00072,0.0999293670836026,SC,0,0.2624620766955535,0.329868349561263,0.0674062728657095,True
S00073,0.2325177058041811,ST,1,0.3115931595033858,0.4962367285609759,0.1846435690575901,True
S00074,0.0951369226426624,SC,0,0.2931492136418555,0.3477237324544472,0.05457451881259173,True
S00075,0.0994830055496357,OBC,0,0.2914384126987904,0.36298536791384,0.07154695521504961,True
S00077,0.2003557396822246,OBC,1,0.2322125171593957,0.4101960555430329,0.1779835383836372,True
S00080,0.246992210010565,ST,1,0.282102314582479,0.4739154002013188,0.1918130856188398,True
S00081,0.099993398903645,SC,0,0.2966676260005953,0.3452509626356967,0.04858333663510139,True
S00084,0.0999844527686482,SC,0,0.2889038996394576,0.3609278399632392,0.07202394032378157,True
S00085,0.0964299559417986,OBC,0,0.3211228271218337,0.3486129287729017,0.027490101651067966,True
S00086,0.0983777422165051,SC,0,0.2917677714497863,0.36090029534949,0.0691325238997037,True
S00087,0.2498238402110894,OBC,1,0.35307085256243,0.4999966894775112,0.1469258369150812,True
S00090,0.2475651154794425,OBC,1,0.2683893004191103,0.5031971926212937,0.2348078922021834,True
S00092,0.0980546867105404,SC,0,0.3290084876041406,0.3640822128534813,0.035073725249340715,True
S00093,0.2484598866544596,SC,1,0.3035960789684402,0.4635923056641921,0.15999622669575186,True
S00094,0.0985989475127052,ST,0,0.3499257685939477,0.3646928854130256,0.014767116819077886,True
S00095,0.2445518493996275,SC,1,0.316933995200077,0.4570978137668647,0.14016381856678772,True
S00096,0.2478839336583609,ST,1,0.2855666367331936,0.4803044901525231,0.19473785341932948,True
S00097,0.0933099292212617,OBC,0,0.3121716932163969,0.3627503090539588,0.0505786158375619,True
S00098,0.2488069795357075,OBC,1,0.3546367463493808,0.4919306816692196,0.1372939353198388,True
S00100,0.0983375388510926,OBC,0,0.3452403414412152,0.3645560960380914,0.019315754596876233,True
S00101,0.0919519944128775,OBC,0,0.3169015523569604,0.3608094009806955,0.043907848623735146,True
S00103,0.249287100637692,OBC,1,0.3018667542540987,0.5018001126436489,0.19993335838955018,True
S00110,0.243184857030527,SC,1,0.3117337284345539,0.4594337771837747,0.14770004874922082,True
S00114,0.0909626558018926,OBC,0,0.3136804531146647,0.356082437422098,0.042401984307433305,True
S00116,0.0993024305004841,SC,0,0.3010171572735646,0.3576150150640945,0.05659785779052989,True
S00118,0.2499530254948154,OBC,1,0.2954501428756167,0.489501666637244,0.19405152376162726,True
S00119,0.099283967634826,OBC,0,0.3263476030658289,0.3640045292782377,0.03765692621240879,True
S00125,0.2225894893582198,OBC,1,0.3347679329238058,0.4462883212946038,0.11152038837079797,True
S00126,0.2429143362494707,SC,1,0.2653606870543079,0.4864648920334952,0.2211042049791873,True
S00127,0.0999646361468614,OBC,0,0.2980875271738147,0.3584188133207648,0.0603312861469501,True
S00136,0.0779289819937937,OBC,0,0.2586062279256946,0.3173239418541327,0.05871771392843811,True
S00137,0.2488003372733956,OBC,1,0.3546830659444342,0.4956636569411318,0.14098059099669757,True
S00139,0.0990568286764956,OBC,0,0.3199917690410847,0.3573482891958787,0.037356520154794015,True
S00140,0.2405475708605768,OBC,1,0.32267270215499,0.4732332013073227,0.15056049915233272,True
S00141,0.0973343367747539,ST,0,0.3249205429439913,0.3482256357362056,0.023305092792214266,True
S00142,0.0925570718273098,ST,0,0.2932606460505674,0.3609015457221356,0.06764089967156822,True
S00145,0.242660124595506,OBC,1,0.2998815564176453,0.4864600701055044,0.1865785136878591,True
S00148,0.2444752202893299,OBC,1,0.299151588026339,0.4928659938695749,0.1937144058432359,True
S00150,0.0797209124258899,OBC,0,0.3309544933166196,0.3376027064541058,0.006648213137486203,False
S00153,0.0995266598203345,OBC,0,0.3504638773673086,0.3647085953067782,0.014244717939469576,True
S00157,0.0996719274995658,OBC,0,0.2883224846917572,0.3608801663880491,0.0725576816962919,True
S00158,0.2161174483215971,ST,1,0.3200756907225878,0.4307421251021321,0.11066643437954432,True
S00161,0.0999714373596933,ST,0,0.3556327666091732,0.3560441109495615,0.0004113443403883088,False
S00163,0.0916505122303872,OBC,0,0.3518084354718849,0.3647478492011814,0.012939413729296523,True
S00164,0.0985037395716592,SC,0,0.3457124019190032,0.3609251449572357,0.015212743038232501,True
S00166,0.0953867474962064,SC,0,0.3473715902279956,0.3610667063304194,0.013695116102423799,True
S00168,0.0998990526668522,ST,0,0.3079710409305047,0.3628156265155748,0.054844585585070105,True
S00169,0.0985634095599631,OBC,0,0.3505976452395434,0.3647125006121073,0.014114855372563906,True
S00172,0.0981808491389519,OBC,0,0.2434655973960374,0.3416464465349893,0.09818084913895192,True
S00174,0.2490316707175661,SC,1,0.343604383068863,0.4681462247728294,0.12454184170396643,True
S00176,0.0972323120727791,OBC,0,0.322089913220387,0.3489950126882942,0.0269050994679072,True
S00183,0.0913368989350996,OBC,0,0.3343560773735725,0.3613342665333825,0.02697818915981004,True
S00184,0.0405503872569785,SC,0,0.3286084401666176,0.3640705336111968,0.03546209344457918,True
S00188,0.0978863029060115,OBC,0,0.3343637123536247,0.3613347094355865,0.026970997081961767,True
S00192,0.2392278767425407,OBC,1,0.3142989144324165,0.4719157846851696,0.15761687025275312,True
S00193,0.0962520138945091,OBC,0,0.277319804859134,0.3104572462139447,0.033137441354810726,True
S00195,0.2493040338992582,SC,1,0.2998105937288755,0.4859380419712336,0.1861274482423581,True
S00197,0.2499661575113834,OBC,1,0.2924798911248406,0.4752244195964329,0.18274452847159234,True
S00200,0.1827589973718921,OBC,1,0.3203326957216963,0.4644955480911173,0.144162852369421,True
S00201,0.2495522414950028,ST,1,0.3129422443995853,0.5022634025129931,0.18932115811340777,True
S00203,0.2469746579997866,OBC,1,0.3384834756766259,0.4872681778647795,0.1487847021881536,True
S00208,0.0948348175538857,ST,0,0.3047337534867229,0.3475791739165944,0.042845420429871495,True
S00209,0.2432471932947657,OBC,1,0.3212096038328125,0.4839235231386309,0.1627139193058184,True
S00212,0.2354515823461125,OBC,1,0.3045347101414762,0.4779324024912087,0.1733976923497325,True
S00213,0.0969175573921436,OBC,0,0.1927902813065353,0.250674066435348,0.057883785128812704,True
S00214,0.0938699589283379,OBC,0,0.328533028657575,0.3625021977753804,0.0339691691178054,True
S00220,0.0997447332741144,OBC,0,0.3310122145615071,0.3584408115835011,0.027428597021994017,True
S00221,0.0989353205249365,OBC,0,0.3614650299302235,0.3642557180812633,0.0027906881510397774,False
S00222,0.0979909878004719,OBC,0,0.2854071662695448,0.3609389411400033,0.07553177487045848,True
S00224,0.249018963485514,OBC,1,0.3106087174456683,0.4909905733424732,0.1803818558968049,True
S00229,0.0966652239428121,SC,0,0.3392479892195292,0.3643811514518094,0.025133162232280182,True
S00231,0.0990560548954097,OBC,0,0.3431520291117518,0.3627184099022386,0.01956638079048678,True
S00234,0.2499240776923073,ST,1,0.3557979803231174,0.4869443927962708,0.1311464124731534,True
S00236,0.0985466159062762,OBC,0,0.3311519267713893,0.36077411524072,0.02962218846933068,True
S00238,0.2492370937960383,SC,1,0.3090263180186627,0.4969815477173456,0.1879552296986829,True
S00240,0.0931762609286508,SC,0,0.3553868566883841,0.36071410647109,0.0053272497827058785,False
S00241,0.0986304745618857,OBC,0,0.3561189402591281,0.3648736928513498,0.008754752592221693,False
S00244,0.0998393199568351,OBC,0,0.3203855971621332,0.3394342625382375,0.01904866537610428,True
S00245,0.2350519619380646,OBC,1,0.330743942374184,0.4897143476785235,0.15897040530433953,True
S00246,0.0992639929865653,OBC,0,0.3299770968416816,0.360842311372728,0.030865214531046403,True
S00249,0.0954319597559412,ST,0,0.3386206225080359,0.3560596527735843,0.01743903026554844,True
S00250,0.098841846608908,OBC,0,0.2426169779126213,0.3153643258945497,0.07274734798192842,True
S00251,0.0917612429209575,OBC,0,0.3477806306766527,0.363940849985028,0.0161602193083753,True
S00253,0.2485908876494076,OBC,1,0.3017907358173937,0.4973314522110135,0.1955407163936198,True
S00256,0.0964750153477161,OBC,0,0.3460494749051037,0.346417186815158,0.0003677119100543025,False
S00258,0.0727888461462204,OBC,0,0.3397721769812155,0.3495472482801736,0.009775071298958105,False
S00260,0.0999953174649836,OBC,0,0.3275361497140303,0.3608275163490746,0.03329136663504434,True
S00264,0.2178713406290035,OBC,1,0.2340068979091596,0.4157524543839964,0.18174555647483678,True
S00267,0.2482115635210679,SC,1,0.2505509858105283,0.4929324636308805,0.2423814778203522,True
S00270,0.2458810853406011,OBC,1,0.2264902531573721,0.4653536866562596,0.2388634334988875,True
S00272,0.0815860579189192,OBC,0,0.3516609466656016,0.3639540965119918,0.012293149846390183,True
S00275,0.0803950613765008,SC,0,0.2414433866731427,0.276181382841893,0.034737996168750285,True
S00276,0.0978649120737604,SC,0,0.2780292024686439,0.3625938908027996,0.0845646883341557,True
S00277,0.2455538571933121,SC,1,0.2547160241081463,0.4890976337288847,0.2343816096207384,True
S00279,0.0981066395985987,OBC,0,0.3318982673226306,0.3608732179522128,0.028974950629582163,True
S00280,0.0936417299170729,OBC,0,0.2270480244336079,0.292990535377625,0.0659425109440171,True
S00282,0.0991739192211263,OBC,0,0.2939578037091499,0.3609264477641942,0.06696864405504427,True
S00285,0.2339697943262472,OBC,1,0.3464113562960849,0.4762495544657918,0.12983819816970693,True
S00286,0.2447726500492414,SC,1,0.2936769780771802,0.4935014985063015,0.1998245204291213,True
S00287,0.2207805030897774,SC,1,0.3499212513362789,0.4192766831105388,0.0693554317742599,True
S00288,0.0974698774376573,SC,0,0.3030105767750314,0.3629942874801194,0.05998371070508801,True
S00290,0.0979381408557802,OBC,0,0.2986432498349232,0.3571693364568151,0.058526086621891904,True
S00291,0.0994892645069015,OBC,0,0.2947096543069684,0.3377881845372344,0.04307853023026603,True
S00292,0.0956943890980518,SC,0,0.2879368040039728,0.3608811213824981,0.0729443173785253,True
S00293,0.2483428450786044,ST,1,0.3282486508687485,0.5038155974765629,0.1755669466078144,True
S00294,0.2460612757477104,OBC,1,0.3518038023180143,0.5065148122060348,0.1547110098880205,True
S00295,0.2456835874366819,ST,1,0.3525731366884015,0.4769909502450601,0.1244178135566586,True
S00297,0.2378697577551504,ST,1,0.3355391484042635,0.503657819140065,0.1681186707358015,True
S00298,0.2475286885024821,SC,1,0.3148619723427385,0.4749354700758844,0.1600734977331459,True
S00300,0.2495659401578382,ST,1,0.3196423493601087,0.4827894141697449,0.1631470648096362,True
S00301,0.0990116307438226,OBC,0,0.3434055753317954,0.3638786934340136,0.02047311810221819,True
S00303,0.099978021302538,OBC,0,0.2637141247739049,0.3373551628762304,0.07364103810232553,True
S00307,0.0999134147964143,OBC,0,0.2972572427066919,0.338913212974343,0.04165597026765111,True
S00308,0.2497044141590335,OBC,1,0.2872010079814082,0.4933314407019358,0.2061304327205276,True
S00310,0.0855059798281299,ST,0,0.2632725929359271,0.3477719157434094,0.08449932280748229,True
S00312,0.0927325546616771,OBC,0,0.3482504685453531,0.3497414492459666,0.0014909807006135423,False
S00313,0.2474220429981407,OBC,1,0.317977462565493,0.5044416939884608,0.18646423142296786,True
S00315,0.2489445498359793,OBC,1,0.3335484025532095,0.511509136768378,0.17796073421516845,True
S00321,0.099550359651252,OBC,0,0.3195979718824485,0.3612169082606897,0.04161893637824121,True
S00322,0.0939393066625935,OBC,0,0.321482832400302,0.3623119716340207,0.04082913923371867,True
S00324,0.2411051927018437,SC,1,0.3488221981267737,0.4843885486333473,0.13556635050657362,True
S00325,0.0961482502303069,OBC,0,0.3497553088765379,0.3608937914329853,0.011138482556447393,True
S00327,0.2429305946189309,ST,1,0.340524143579987,0.4704768461241113,0.12995270254412428,True
S00328,0.2436190411905868,ST,1,0.3292321708618811,0.4752385369520131,0.146006366090132,True
S00331,0.1948782385988563,ST,1,0.3516509347270511,0.4368537829018703,0.08520284817481921,True
S00335,0.2458982436983697,OBC,1,0.3068267137138868,0.4645325178773626,0.1577058041634758,True
S00340,0.0920447620783924,OBC,0,0.2363744350646424,0.3257623748087044,0.089387939744062,True
S00342,0.0984788354240329,SC,0,0.3312911901436803,0.3608246749492494,0.02953348480556911,True
S00343,0.2470043687082586,SC,1,0.2775840831343693,0.5078997924337382,0.2303157092993689,True
S00345,0.0953356638206207,OBC,0,0.2136887373631885,0.3062968221607296,0.09260808479754112,True
S00348,0.0934002424977221,SC,0,0.3573296228231374,0.3649090382970852,0.007579415473947804,False
S00349,0.0928980229281635,OBC,0,0.3175721347273312,0.3289631178117022,0.011390983084370976,True
S00353,0.2407904987065337,SC,1,0.3603652490164007,0.4825044961412338,0.1221392471248331,True
S00355,0.0987300882716991,SC,0,0.2780114568870806,0.3391680859912486,0.06115662910416797,True
S00356,0.0961827025926916,SC,0,0.2923982767329578,0.3484621172591426,0.056063840526184794,True
S00366,0.0991111899661457,ST,0,0.3283196052697243,0.3607891409815936,0.03246953571186928,True
S00370,0.2321221310888817,SC,1,0.2535136574992161,0.4848819075659085,0.23136825006669237,True
S00374,0.0997922324618063,ST,0,0.3010393559702256,0.3632656640290218,0.0622263080587962,True
S00377,0.0997787144681837,OBC,0,0.3563230894268371,0.3626085643032198,0.006285474876382702,False
S00380,0.0996298856814778,OBC,0,0.3358905226835429,0.3642831314135398,0.028392608729996882,True
S00385,0.2444592129182278,OBC,1,0.3075161106947385,0.4748173693340312,0.16730125863929268,True
S00387,0.0994679061556432,OBC,0,0.3382578409444013,0.3615606063107124,0.023302765366311096,True
S00388,0.2437321670132355,OBC,1,0.3472194974111247,0.4850260635198616,0.13780656610873693,True
S00390,0.0954125627428802,OBC,0,0.3071050392206599,0.3608973154277375,0.053792276207077605,True
S00392,0.249611386007649,OBC,1,0.3136092742555896,0.4972026132850634,0.18359333902947378,True
S00393,0.0999449684582414,OBC,0,0.354724974884205,0.3625158583042118,0.007790883420006778,False
S00395,0.2497042343237314,OBC,1,0.3422768649584436,0.4929617502306006,0.150684885272157,True
S00399,0.0983666135306573,OBC,0,0.3164736083577263,0.3627791924007752,0.04630558404304891,True
S00400,0.2418128521512688,OBC,1,0.2659514073013131,0.4954385640348198,0.22948715673350667,True
S00401,0.0991835550255923,ST,0,0.3415204162819332,0.3608654997622578,0.0193450834803246,True
S00402,0.097106998648916,SC,0,0.259025787563864,0.3475162233401951,0.08849043577633109,True
S00405,0.2397555612875331,ST,1,0.3299038662059751,0.4980023060058647,0.1680984397998896,True
S00407,0.0539113412818069,ST,0,0.3479394037730318,0.3646348942004025,0.01669549042737073,True
S00409,0.2495738826935868,OBC,1,0.3188820126445956,0.4968315776700034,0.17794956502540782,True
S00410,0.2164378335287025,SC,1,0.3552397735634041,0.4907774897674087,0.13553771620400462,True
S00412,0.0982856511174357,OBC,0,0.3596791057665831,0.362803245497317,0.0031241397307339436,False
S00415,0.0991305352914206,OBC,0,0.278211139664234,0.3573320676617608,0.07912092799752679,True
S00417,0.0967070697786978,SC,0,0.3182120032568126,0.3479197314889924,0.02970772823217982,True
S00418,0.2353173036796264,OBC,1,0.3375025986813811,0.4708430231566257,0.13334042447524458,True
S00420,0.2490132071350821,OBC,1,0.3298873423498262,0.4968493151186609,0.16696197276883468,True
S00423,0.2499234235283834,OBC,1,0.3442732800455854,0.4872119318088375,0.1429386517632521,True
S00424,0.0994853617667858,OBC,0,0.3106991674506911,0.3608451032060312,0.0501459357553401,True
S00426,0.099726808527275,OBC,0,0.3194954439900065,0.3608761264282613,0.04138068243825477,True
S00430,0.0988922585593574,ST,0,0.2993412207716094,0.3631462761225082,0.06380505535089881,True
S00431,0.097626089488662,OBC,0,0.3068851216196933,0.3625913806487436,0.0557062590290503,True
S00432,0.2480197296879133,OBC,1,0.3211556426620846,0.4946411900813806,0.173485547419296,True
S00434,0.0985211528927021,SC,0,0.3020006385290298,0.3608918216248067,0.0588911830957769,True
S00435,0.2297279995225649,SC,1,0.3434418357024584,0.4712219898199443,0.1277801541174859,True
S00436,0.2478064810201263,SC,1,0.3331702141843336,0.4728788792496522,0.1397086650653186,True
S00437,0.099495823517922,ST,0,0.3391623360710858,0.3560591578790655,0.01689682180797969,True
S00438,0.0998591277068118,OBC,0,0.3273483509653802,0.3624312014529712,0.03508285048759102,True
S00439,0.0881729939947056,OBC,0,0.3568946471781686,0.3626417201446283,0.00574707296645971,False
S00440,0.2477764848064413,OBC,1,0.3024898493402761,0.5009265750698916,0.19843672572961546,True
S00444,0.2371368027702481,SC,1,0.2447756075871237,0.4542446415655035,0.2094690339783798,True
S00450,0.1927776481355937,SC,1,0.2631615420905863,0.3680526604467842,0.10489111835619791,True
S00451,0.2367465321082734,ST,1,0.3343475333417021,0.4704381227226639,0.1360905893809618,True
S00453,0.0696812704164158,OBC,0,0.3301776528828827,0.3630414739108212,0.0328638210279385,True
S00455,0.2103633893670338,SC,1,0.3241216694558766,0.3866202593211322,0.06249858986525558,True
S00459,0.0977849336164619,ST,0,0.2717542366324109,0.346484426165378,0.07473018953296712,True
S00463,0.239127585204469,SC,1,0.315659982541875,0.4697329195117773,0.15407293696990232,True
S00468,0.2472412702879696,OBC,1,0.342493817048036,0.5065966200573208,0.16410280300928476,True
S00470,0.0813621623073566,ST,0,0.3351166538451831,0.3494406103941739,0.014323956548990824,True
S00471,0.2269215275804837,OBC,1,0.2864343949858399,0.4922795000513316,0.2058451050654917,True
S00472,0.2337883629360528,OBC,1,0.3390691499151776,0.4640222294799805,0.1249530795648029,True
S00473,0.0969649600497257,SC,0,0.3027373982502042,0.3609226710083625,0.058185272758158324,True
S00475,0.0950077354683873,ST,0,0.2559680156379328,0.3509757511063202,0.09500773546838737,True
S00476,0.0986040793339344,ST,0,0.3403782383089578,0.3607512697195862,0.020373031410628406,True
S00483,0.2449262350200792,SC,1,0.3164977125750899,0.4858229602750047,0.1693252476999148,True
S00485,0.0984492960286472,ST,0,0.3121159493634258,0.3339805714256736,0.021864622062247818,True
S00487,0.098763982699492,SC,0,0.2434722764350634,0.3318543677901248,0.08838209135506139,True
S00488,0.2473948706504351,OBC,1,0.3320014737824928,0.4853899925799656,0.15338851879747284,True
S00490,0.0999211569420222,ST,0,0.3354205700255235,0.3613960173354079,0.02597544730988438,True
S00492,0.2420865600269119,OBC,1,0.3214154816118459,0.4587713692533645,0.13735588764151857,True
S00493,0.2491128086929994,OBC,1,0.3283997031378856,0.4921211657862768,0.16372146264839121,True
S00495,0.0968768052774706,OBC,0,0.3538052389818873,0.36480614516761,0.011000906185722692,True
S00496,0.2496686425032355,OBC,1,0.3219554550210154,0.47142299750912,0.14946754248810457,True
S00497,0.2496861269521312,ST,1,0.2608227101092752,0.5105088370614064,0.24968612695213116,True
S00498,0.0936670158829622,ST,0,0.3184834963413514,0.3635572066705517,0.04507371032920027,True
S00499,0.245263559198506,OBC,1,0.338851814426891,0.4941826743469578,0.1553308599200668,True
S00501,0.0998044245223317,OBC,0,0.3302751312953944,0.3594241402771366,0.02914900898174222,True
S00502,0.0978631203314469,OBC,0,0.2731003654177598,0.3446943875024222,0.07159402208466242,True
S00503,0.0905193136946989,SC,0,0.3363981055571928,0.3607611250346301,0.024363019477437298,True
S00504,0.0963330387649744,OBC,0,0.2870956534507077,0.3480203768259829,0.060924723375275214,True
S00505,0.2487301940402072,OBC,1,0.2850238806423169,0.5050773518519671,0.22005347120965024,True
S00511,0.0479619069164474,OBC,0,0.1967488867390815,0.244710793655529,0.0479619069164475,True
S00516,0.0986059638695582,OBC,0,0.3551111496064704,0.3648442707626164,0.009733121156145996,False
S00517,0.0600075343423376,SC,0,0.1555144982795929,0.1831823665913399,0.027667868311747,True
S00523,0.0996098609361864,OBC,0,0.3283622519723437,0.3584330794934969,0.0300708275211532,True
S00524,0.099709696500634,SC,0,0.3238553143958078,0.3586770606124576,0.034821746216649796,True
S00526,0.2431951798663631,ST,1,0.3300344846795639,0.4855038613187251,0.15546937663916116,True
S00528,0.2434445051774683,ST,1,0.3472829236815926,0.4605561947485008,0.11327327106690821,True
S00530,0.2449701927327872,OBC,1,0.3259525738547814,0.4932031265597603,0.1672505527049789,True
S00532,0.0989920769289481,OBC,0,0.2678928013145829,0.3609307528831449,0.09303795156856204,True
S00536,0.0993694116209919,OBC,0,0.2985506472474937,0.3631930070653174,0.06464235981782368,True
S00537,0.0969223594293348,OBC,0,0.3258362683972174,0.3608400357498929,0.03500376735267546,True
S00540,0.0991220092748844,OBC,0,0.358601674097699,0.360706146174197,0.0021044720764979985,False
S00541,0.2451846043596331,OBC,1,0.2876435676701905,0.4811646726878161,0.1935211050176256,True
S00542,0.0994821586445594,SC,0,0.3589918039609465,0.3627633753886284,0.003771571427681919,False
S00543,0.242686884873656,SC,1,0.2989728763095935,0.457248369881728,0.1582754935721345,True
S00550,0.0984153463322259,OBC,0,0.3011150931643972,0.3632678751493983,0.06215278198500107,True
S00552,0.2455950269022544,ST,1,0.3018906591200361,0.4712984415925933,0.16940778247255722,True
S00553,0.0977329760569986,OBC,0,0.3444621515618432,0.3636088305648168,0.01914667900297362,True
S00555,0.0989334238341412,SC,0,0.3487575349498185,0.3625282275668562,0.013770692617037728,True
S00557,0.2272820353270278,ST,1,0.2363251086758565,0.4591935712081606,0.22286846253230413,True
S00560,0.098815574391435,SC,0,0.3307116079134825,0.3607752055262293,0.03006359761274685,True
S00561,0.2492520651673506,SC,1,0.3261710619143291,0.4905066089445734,0.16433554703024428,True
S00562,0.0995155151326325,SC,0,0.3118647683225414,0.3396844246517572,0.02781965632921579,True
S00563,0.2465504586505761,ST,1,0.3014425264362758,0.4965162584396464,0.19507373200337064,True
S00564,0.098660897975438,SC,0,0.2524228717400451,0.3330716073076124,0.08064873556756735,True
S00565,0.2256340499255396,OBC,1,0.3531631483712502,0.4588065131002379,0.10564336472898772,True
S00566,0.2491544041910907,OBC,1,0.3243093017395714,0.5116325250348193,0.18732322329524786,True
S00568,0.2438834658822469,SC,1,0.308667278554437,0.4856130484333162,0.17694576987887922,True
S00570,0.238244934409245,SC,1,0.3511448544660797,0.4955312168214728,0.1443863623553931,True
S00571,0.2493658735279927,OBC,1,0.3255776881541773,0.4898234491626796,0.1642457610085023,True
S00572,0.0994869128689194,OBC,0,0.3272674813727259,0.3628653906623625,0.03559790928963663,True
S00575,0.2411404448059947,SC,1,0.3463315124473158,0.4839491832676362,0.1376176708203204,True
S00576,0.0997242231274648,OBC,0,0.3149922928074082,0.3636730150444657,0.048680722237057494,True
S00578,0.2448876823808889,OBC,1,0.3437844565503307,0.4862569841439763,0.1424725275936456,True
S00580,0.0998659813848916,OBC,0,0.3047775545612052,0.3561135231097041,0.05133596854849892,True
S00581,0.2427164071284592,SC,1,0.3252342037608715,0.464067574244408,0.1388333704835365,True
S00582,0.2413908840937553,OBC,1,0.3536549759952772,0.502439708564739,0.1487847325694618,True
S00583,0.2471412583999008,OBC,1,0.3325642924937653,0.5069485354297714,0.17438424293600607,True
S00585,0.09905627370909,SC,0,0.2932138173603354,0.3609250547806029,0.06771123742026747,True
S00586,0.0942327843032523,OBC,0,0.1977066382279067,0.2822752256167737,0.084568587388867,True
S00587,0.2486968318967164,SC,1,0.3540518338955791,0.4887468430383096,0.13469500914273053,True
S00589,0.0990969997182517,SC,0,0.3230439193025192,0.3607941916987095,0.03775027239619033,True
S00591,0.2439364834817963,SC,1,0.32792483263949,0.482782764646897,0.154857932007407,True
S00594,0.2432871626861562,ST,1,0.326284495395753,0.4707208837692287,0.14443638837347572,True
S00596,0.0996394217745026,OBC,0,0.3605079251464126,0.362851324985085,0.0023433998386723776,False
S00599,0.2493228009333971,OBC,1,0.3565427265682603,0.5100005396029068,0.1534578130346465,True
S00600,0.0992193971851421,OBC,0,0.3354321146987922,0.3560625657060737,0.020630451007281503,True
S00602,0.0989208570061783,OBC,0,0.2992661727938677,0.3407598630958777,0.04149369030201,True
S00606,0.0991301250519249,OBC,0,0.3103270154438197,0.3621930461654798,0.05186603072166013,True
S00611,0.0995913651317647,OBC,0,0.3025721668134152,0.3631541419116496,0.060581975098234375,True
S00613,0.2462680826445553,OBC,1,0.3612243392922637,0.4888329758854773,0.1276086365932136,True
S00614,0.2361391274245754,OBC,1,0.3060563417941456,0.4977543466194103,0.19169800482526472,True
S00615,0.2496084938837927,SC,1,0.2725278255939143,0.4931155872323584,0.22058776163844407,True
